 83, 54, 35, 26, 36, 54, 83, 69, 21, 1, 23, 69, 0
 83, 54, 35, 26, 36, 54, 83, 69, 21, 1, 23, 69, 0
 84, 54, 36, 26, 36, 54, 84, 69, 21, 1, 23, 69, 113
 85, 56, 40, 31, 41, 57, 85, 70, 22, 5, 23, 70, 226
 85, 58, 44, 36, 45, 60, 85, 69, 26, 11, 25, 69, 137
 86, 60, 45, 37, 46, 62, 86, 71, 26, 11, 24, 71, 33
 86, 58, 44, 36, 46, 62, 86, 70, 26, 11, 24, 70, 174
 85, 58, 42, 35, 44, 60, 85, 69, 25, 10, 24, 69, 242
 86, 59, 43, 36, 46, 61, 86, 69, 26, 9, 25, 69, 182
 60, 45, 38, 31, 36, 41, 60, 46, 17, 11, 19, 46, 125
 59, 46, 39, 35, 40, 47, 59, 46, 20, 12, 18, 46, 31
 63, 50, 45, 40, 45, 49, 63, 51, 22, 14, 21, 51, 209
 67, 53, 48, 42, 47, 53, 67, 55, 25, 18, 25, 55, 178
 63, 47, 38, 34, 39, 46, 63, 53, 21, 14, 20, 53, 28
 61, 43, 33, 30, 35, 45, 61, 49, 17, 11, 17, 49, 60
 61, 37, 24, 19, 24, 38, 61, 50, 14, 1, 12, 50, 38
 84, 57, 44, 36, 45, 59, 84, 69, 26, 11, 25, 69, 229
 84, 59, 44, 36, 44, 59, 84, 68, 26, 11, 25, 68, 215
 83, 59, 43, 35, 43, 59, 83, 67, 25, 10, 24, 67, 248
 84, 59, 43, 35, 43, 59, 84, 68, 25, 9, 25, 68, 134
 83, 58, 42, 34, 43, 59, 83, 68, 25, 9, 24, 68, 178
 82, 58, 43, 34, 43, 59, 82, 68, 25, 8, 24, 68, 50
 84, 59, 42, 32, 42, 59, 84, 70, 26, 5, 24, 70, 101
 54, 35, 22, 18, 25, 37, 54, 45, 13, 4, 13, 45, 219
 52, 34, 20, 18, 22, 35, 52, 44, 13, 4, 13, 44, 51
 51, 32, 20, 17, 23, 36, 51, 44, 13, 3, 12, 44, 163
 52, 33, 21, 19, 23, 36, 52, 43, 12, 3, 12, 43, 140
 53, 35, 22, 19, 24, 37, 53, 44, 14, 5, 13, 44, 241
 52, 34, 22, 19, 25, 37, 52, 44, 15, 5, 13, 44, 169
 53, 34, 23, 20, 25, 37, 53, 44, 15, 5, 12, 44, 70
 26, 18, 10, 7, 8, 15, 26, 22, 5, 1, 7, 22, 210
 27, 18, 12, 8, 10, 17, 27, 23, 7, 2, 7, 23, 235
 28, 18, 11, 7, 8, 15, 28, 23, 6, 1, 8, 23, 117
 26, 19, 10, 7, 9, 16, 26, 23, 6, 1, 8, 23, 20
 27, 18, 11, 7, 9, 16, 27, 23, 6, 1, 8, 23, 207
 26, 19, 11, 7, 9, 16, 26, 23, 6, 1, 7, 23, 92
 28, 20, 12, 8, 10, 17, 28, 23, 6, 2, 7, 23, 249
 77, 49, 29, 20, 29, 50, 77, 65, 20, 2, 19, 65, 218
 76, 50, 29, 21, 30, 49, 76, 64, 21, 3, 19, 64, 212
 78, 50, 30, 22, 31, 50, 78, 66, 21, 4, 20, 66, 119
 79, 52, 33, 28, 35, 54, 79, 67, 22, 10, 22, 67, 203
 74, 48, 29, 21, 29, 48, 74, 61, 19, 3, 19, 61, 241
 74, 49, 30, 21, 29, 48, 74, 62, 19, 4, 18, 62, 141
 79, 51, 29, 21, 29, 50, 79, 66, 20, 3, 19, 66, 184
 74, 52, 38, 29, 38, 52, 74, 61, 22, 2, 22, 61, 68
 73, 53, 38, 31, 38, 52, 73, 60, 22, 4, 21, 60, 41
 70, 53, 40, 32, 40, 53, 70, 58, 22, 7, 23, 58, 66
 73, 57, 44, 37, 43, 56, 73, 61, 24, 13, 26, 61, 37
 74, 59, 47, 40, 45, 57, 74, 61, 23, 11, 24, 61, 16
 74, 59, 47, 39, 46, 58, 74, 61, 25, 14, 26, 61, 24
 74, 57, 43, 35, 42, 55, 74, 62, 25, 12, 25, 62, 132
 44, 32, 27, 24, 27, 33, 44, 35, 13, 6, 13, 35, 245
 44, 32, 26, 23, 27, 33, 44, 35, 12, 6, 13, 35, 43
 40, 26, 21, 19, 21, 27, 40, 32, 10, 6, 11, 32, 47
 42, 33, 25, 20, 23, 32, 42, 35, 13, 6, 13, 35, 186
 41, 31, 25, 21, 25, 31, 41, 35, 13, 6, 13, 35, 244
 43, 33, 26, 23, 26, 32, 43, 35, 13, 6, 13, 35, 2
 44, 33, 26, 24, 28, 34, 44, 36, 14, 8, 14, 36, 45
 77, 50, 31, 25, 32, 51, 77, 65, 20, 7, 19, 65, 61
 77, 50, 31, 24, 32, 51, 77, 65, 21, 6, 20, 65, 39
 75, 50, 32, 25, 32, 50, 75, 62, 19, 5, 18, 62, 248
 76, 48, 30, 21, 29, 49, 76, 63, 19, 3, 19, 63, 175
 74, 48, 30, 23, 30, 48, 74, 61, 19, 4, 17, 61, 182
 72, 49, 32, 26, 33, 50, 72, 61, 19, 6, 18, 61, 163
 72, 48, 32, 26, 33, 49, 72, 59, 18, 7, 19, 59, 216
 82, 53, 34, 23, 33, 52, 82, 69, 22, 1, 22, 69, 119
 82, 53, 34, 23, 33, 52, 82, 69, 22, 1, 22, 69, 234
 80, 53, 35, 26, 35, 53, 80, 66, 22, 0, 21, 66, 55
 79, 52, 36, 28, 37, 53, 79, 65, 22, 1, 20, 65, 134
 76, 53, 41, 33, 39, 53, 76, 61, 21, 5, 20, 61, 39
 77, 56, 42, 34, 41, 54, 77, 62, 21, 6, 21, 62, 244
 77, 55, 42, 35, 42, 54, 77, 61, 21, 6, 21, 61, 220
 61, 43, 34, 29, 35, 42, 61, 47, 14, 7, 16, 47, 175
 61, 42, 34, 29, 34, 42, 61, 47, 15, 6, 16, 47, 6
 64, 43, 33, 29, 34, 42, 64, 50, 15, 5, 16, 50, 245
 62, 42, 32, 27, 33, 42, 62, 49, 14, 4, 15, 49, 216
 63, 43, 33, 28, 32, 42, 63, 50, 14, 5, 15, 50, 207
 63, 43, 32, 28, 33, 42, 63, 49, 14, 5, 15, 49, 8
 64, 43, 32, 28, 33, 43, 64, 50, 15, 4, 16, 50, 171
 109, 68, 41, 30, 41, 68, 109, 93, 27, 2, 27, 93, 56
 109, 67, 41, 29, 42, 68, 109, 92, 28, 2, 27, 92, 121
 110, 68, 40, 29, 41, 68, 110, 93, 27, 2, 27, 93, 42
 110, 69, 41, 30, 41, 68, 110, 94, 28, 2, 27, 94, 25
 110, 68, 41, 29, 41, 68, 110, 93, 27, 1, 27, 93, 184
 110, 68, 40, 29, 41, 69, 110, 93, 28, 1, 27, 93, 116
 108, 67, 41, 30, 41, 68, 108, 92, 27, 1, 26, 92, 90
 54, 39, 30, 25, 30, 39, 54, 45, 19, 11, 18, 45, 112
 52, 34, 20, 14, 20, 34, 52, 43, 16, 1, 14, 43, 244
 52, 40, 34, 32, 35, 41, 52, 42, 21, 15, 19, 42, 185
 51, 37, 30, 27, 31, 37, 51, 42, 17, 11, 15, 42, 10
 52, 35, 24, 21, 26, 37, 52, 42, 17, 7, 15, 42, 136
 52, 36, 26, 24, 28, 38, 52, 42, 16, 9, 15, 42, 20
 51, 35, 22, 19, 24, 33, 51, 43, 13, 3, 13, 43, 75
 82, 55, 37, 29, 38, 54, 82, 67, 21, 5, 23, 67, 222
 83, 56, 37, 27, 37, 55, 83, 70, 21, 3, 23, 70, 254
 83, 55, 38, 28, 37, 55, 83, 68, 22, 5, 24, 68, 138
 82, 55, 39, 29, 39, 55, 82, 68, 21, 6, 23, 68, 112
 82, 55, 39, 29, 39, 56, 82, 65, 21, 5, 23, 65, 165
 83, 56, 38, 28, 37, 57, 83, 69, 20, 4, 24, 69, 87
 85, 56, 38, 29, 36, 56, 85, 70, 21, 7, 22, 70, 143
 66, 46, 33, 25, 31, 45, 66, 56, 18, 2, 19, 56, 162
 66, 47, 32, 24, 31, 46, 66, 55, 18, 2, 20, 55, 82
 65, 45, 31, 23, 29, 42, 65, 54, 17, 3, 19, 54, 74
 65, 45, 32, 25, 30, 43, 65, 55, 16, 4, 18, 55, 1
 65, 46, 33, 26, 33, 45, 65, 54, 16, 3, 17, 54, 65
 66, 46, 34, 26, 32, 45, 66, 54, 17, 2, 19, 54, 41
